distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name
2.44,Lyft,1543585683330,Beacon Hill,Northeastern University,3,1,2f90b5f7-78ec-4e6e-8322-a82d44a8fb46,lyft_line,Shared
2.44,Lyft,1543641182201,Beacon Hill,Northeastern University,22.5,1,3be8ba74-23f0-4589-9852-eb734cd8fbde,lyft_lux,Lux Black
2.44,Lyft,1543268829589,Beacon Hill,Northeastern University,16.5,1,4bac74f0-01bc-46af-88cd-c8b09dbfc362,lyft_premier,Lux
2.44,Lyft,1543797781036,Beacon Hill,Northeastern University,9,1,72ae6b1b-c4f5-4a63-8d05-599870440663,lyft,Lyft
2.44,Lyft,1543791476120,Beacon Hill,Northeastern University,27.5,1,7fefa738-9f9e-4b21-8360-200568f579b1,lyft_luxsuv,Lux Black XL
2.44,Lyft,1543528378258,Beacon Hill,Northeastern University,13.5,1,d2ac0bf3-c5d5-4bce-9bfd-d7b7aeae6a44,lyft_plus,Lyft XL
7.46,Uber,1545017708438,Northeastern University,Financial District,54,1,23cd0542-4448-4c5f-9459-36989ce8ab35,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
7.46,Uber,1543770479237,Northeastern University,Financial District,,1,2b882524-d32d-4fca-8c23-fe7def536c4c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
7.46,Uber,1543350441989,Northeastern University,Financial District,17.5,1,54b5080b-62df-4ebb-8eca-aacce33a092c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
7.46,Uber,1544880912545,Northeastern University,Financial District,14,1,85c0b9c5-2da6-4c59-aa0a-f277c4683f70,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
7.46,Uber,1543402207833,Northeastern University,Financial District,29.5,1,918a5cb5-affa-4120-bf8b-1442ff8fce3e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
7.46,Uber,1545132003848,Northeastern University,Financial District,41,1,acbf1293-e7c8-4e2b-a97a-5664630cf70a,6c84fd89-3f11-4782-9b50-97c468b19529,Black
7.46,Uber,1543525678960,Northeastern University,Financial District,17.5,1,eeb9c337-5a49-4c57-9349-bfb4b8413bf4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.12,Lyft,1543311022262,North Station,North End,26,1,27d23225-f5b2-4ae7-acc6-119af9c83faf,lyft_luxsuv,Lux Black XL
1.12,Lyft,1545063905952,North Station,North End,13.5,1,2852e829-3d28-4a6c-bd96-5e4125283847,lyft_premier,Lux
1.12,Lyft,1544976909891,North Station,North End,7,1,2bf37a67-8912-45ae-949d-c0f4f1ac0630,lyft,Lyft
1.12,Lyft,1543411886914,North Station,North End,11,1,591a553e-64c3-49da-9b05-c1f9a323cc9d,lyft_plus,Lyft XL
1.12,Lyft,1543363762139,North Station,North End,5,1,b9bc6b7c-f1c0-4e61-8edd-cc071161057e,lyft_line,Shared
1.12,Lyft,1545133510203,North Station,North End,16.5,1,bec9d727-7baf-4708-898c-3e48bf48ef15,lyft_lux,Lux Black
2.86,Uber,1543860481863,West End,Northeastern University,15,1,00eea2ec-ca87-45e5-861a-c9d77e23576a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.86,Uber,1543665776652,West End,Northeastern University,8.5,1,618f05d4-2dbf-44d6-bb8a-ac37a630165b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.86,Uber,1543703282727,West End,Northeastern University,22,1,64d8f756-cb1f-4f7d-bb12-13062d276ce4,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.86,Uber,1543315522212,West End,Northeastern University,,1,8aa1c59d-e635-4d54-b959-fcbff76d9451,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.86,Uber,1543628276997,West End,Northeastern University,8.5,1,baf6baf6-04fc-4879-895d-b8c4e02ad93a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.86,Uber,1544688905003,West End,Northeastern University,8.5,1,bca88dc9-ef9b-4c8e-8104-9562905761a2,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.86,Uber,1544867110275,West End,Northeastern University,30.5,1,d1051e4e-c13a-4321-b842-ccc78d12b9ef,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.61,Uber,1544843703703,Beacon Hill,Northeastern University,28,1,88e68e0a-5d6c-4dc1-a9f3-d30fc0d63dcc,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.61,Uber,1544937309733,Beacon Hill,Northeastern University,9.5,1,cfd42d3c-f99f-4d95-83ae-e59c7616d5b5,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.3,Uber,1543355662312,Theatre District,South Station,15,1,511a299b-c535-48f5-80f6-984995769353,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.3,Uber,1544943311884,Theatre District,South Station,,1,c67e49e0-6b7a-4b8b-828f-0eabe2f3ef7f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.3,Uber,1543427783741,Theatre District,South Station,11,1,daa5957e-3693-4aa1-80a4-9395f3bbd23c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.3,Uber,1545065103634,Theatre District,South Station,7,1,e453028d-2e65-4113-8fd0-278d93891524,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.08,Uber,1543406486186,North End,North Station,13,1,3e3bebc9-4a94-44bd-a136-d54f1db19327,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.08,Uber,1544794209951,North End,North Station,7.5,1,4b05e7a8-4939-414c-8402-818d09e2026b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.08,Uber,1543445228470,North End,North Station,17,1,552740e4-0414-4bfb-8521-91a01a04e2aa,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.08,Uber,1544930110808,North End,North Station,8.5,1,552f6962-bf37-4f0a-8b5c-233427c7df0b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.08,Uber,1544781611206,North End,North Station,8.5,1,83db756f-14ab-4002-bc54-71f67b44494b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.08,Uber,1543800483132,North End,North Station,26,1,a68a3b5e-0b32-4b4b-af7b-bcad22ac0d0c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.08,Uber,1544838305295,North End,North Station,,1,e661b610-9e6d-4ee6-b88a-77d62624fc00,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.5,Lyft,1543429928284,Back Bay,Boston University,16.5,1,57ddfd0b-9638-4de5-a5b3-3268533fb4eb,lyft_lux,Lux Black
1.5,Lyft,1544779505026,Back Bay,Boston University,13.5,1,6950f5d7-198f-49b7-8a07-6e8128f89dd6,lyft_premier,Lux
1.5,Lyft,1543243809829,Back Bay,Boston University,3,1,6a0d7e74-f845-4bd1-9731-528d5020d60e,lyft_line,Shared
1.5,Lyft,1543736282643,Back Bay,Boston University,7,1,963fbb71-fb26-47b7-b506-e3b3711e21f4,lyft,Lyft
1.5,Lyft,1543557181804,Back Bay,Boston University,13.5,1,b0fa742f-09f3-4670-8863-a03f256a2493,lyft_plus,Lyft XL
1.5,Lyft,1545102008895,Back Bay,Boston University,27.5,1,ebf737fb-1db8-439e-a06e-8034dea060a8,lyft_luxsuv,Lux Black XL
2.81,Lyft,1543693686055,West End,Fenway,19.5,1,052fc53e-fc56-4d90-8b0d-b3fea2ffe8fb,lyft_premier,Lux
2.81,Lyft,1543255330199,West End,Fenway,34,1,05ba086b-9df6-4330-bbbc-6dbb750cd778,lyft_luxsuv,Lux Black XL
2.81,Lyft,1543744680782,West End,Fenway,9,1,5d4263db-a173-4561-a878-39ab92cc91a0,lyft,Lyft
2.81,Lyft,1545137103817,West End,Fenway,7,1,e0b41da8-509b-476f-b70e-f66864e834fd,lyft_line,Shared
2.81,Lyft,1545154811447,West End,Fenway,26,1,eaa06883-1c2d-490c-9b40-44a345b4ba3e,lyft_lux,Lux Black
2.81,Lyft,1544923811417,West End,Fenway,16.5,1,f4410572-4fdb-47e2-a3a1-628122c8be68,lyft_plus,Lyft XL
1.46,Uber,1543597684778,Beacon Hill,North End,8,1,0524b6bd-8ca3-42b3-a3e3-07a9c92a642f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.46,Uber,1543452068376,Beacon Hill,North End,12.5,1,0e563137-7484-46c2-a8d0-5d3955983611,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.46,Uber,1543790877621,Beacon Hill,North End,8,1,61bd6c92-fc19-422f-821d-5dd87c0c52a8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.46,Uber,1543418767890,Beacon Hill,North End,,1,6b017847-99f3-46af-b924-5e3d04c19e57,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.46,Uber,1545049505298,Beacon Hill,North End,27.5,1,9247c8c1-d24a-4fa5-a45c-e2720b5be555,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.46,Uber,1543532279173,Beacon Hill,North End,17,1,b2a98a47-c696-4707-bfb2-e12216b11a49,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.46,Uber,1544748307961,Beacon Hill,North End,8,1,d6197a01-02d1-480f-8f31-dcd6ee28f745,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.03,Lyft,1545030311410,North End,Back Bay,10.5,1,16690dbb-5264-40a8-ab7e-73b4552b4787,lyft,Lyft
3.03,Lyft,1543421108282,North End,Back Bay,32.5,1,48d56ed7-4ccc-466e-bea3-ae7cf829466c,lyft_luxsuv,Lux Black XL
3.03,Lyft,1543280243412,North End,Back Bay,22.5,1,9ea83374-a123-4040-a377-e5446f2b07be,lyft_lux,Lux Black
3.03,Lyft,1543676881317,North End,Back Bay,19.5,1,dec9fa68-8ccb-4bff-b97c-70cff97bb726,lyft_premier,Lux
3.03,Lyft,1544985615518,North End,Back Bay,16.5,1,e4c7584d-1ff5-4a40-8e27-aed8b6d6734a,lyft_plus,Lyft XL
3.03,Lyft,1544765405683,North End,Back Bay,3,1,ff92d693-1db8-437c-9960-6ed9d34cd49b,lyft_line,Shared
1.22,Uber,1543245250132,West End,North End,7,1,221428ff-6ffb-4533-a05c-3886809e7d1e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.22,Uber,1543225450940,West End,North End,7,1,3894fee5-e758-4951-a2c8-93dc79c35e18,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.22,Uber,1543560482464,West End,North End,6.5,1,417c72b9-6f60-41ef-bb6c-9897d0ccf370,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.22,Uber,1544797805023,West End,North End,27.5,1,aa766dd1-b100-462f-933e-ef6155793f80,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.22,Uber,1543295002266,West End,North End,,1,ba2e0d64-72cd-401c-b1b8-a25452157dd3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.22,Uber,1543789977797,West End,North End,11.5,1,cd668ce1-ac0a-49e2-919a-9d42360e8b83,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.22,Uber,1543454227991,West End,North End,15,1,f9616e6f-5435-4134-9e4a-2ae7a99a8dd7,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.38,Uber,1543553583654,Theatre District,Fenway,,1,60fa7a8a-fe21-49ca-979e-e496d0d94597,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.38,Uber,1543848186609,Theatre District,Fenway,15,1,940252d3-e1d3-4596-b217-7bd4c17d724c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.38,Uber,1543568575982,Theatre District,Fenway,23,1,a75e53a6-8b4c-48f3-b4b9-94581bf3d1e1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.38,Uber,1543902782374,Theatre District,Fenway,15,1,ddf8c112-cce7-4b32-9f11-8b0615a3a14f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.38,Uber,1543336403510,Theatre District,Fenway,11,1,e3263d0a-87b4-45fd-8f76-a04f1fe9914b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.38,Uber,1543564677711,Theatre District,Fenway,21.5,1,e6c89dec-7b42-4d64-af55-c1af884cb6ba,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.38,Uber,1543837682934,Theatre District,Fenway,30.5,1,f70ada80-6a8d-49ec-94fd-b08ca16304a0,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.16,Uber,1543434608103,West End,North End,27.5,1,1165ef0d-4072-4651-8826-6d111ea5b641,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.16,Uber,1543848180050,West End,North End,8.5,1,2b4d82e2-0356-441f-bf45-41ae41bed821,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.16,Uber,1544681104869,West End,North End,7.5,1,655c88ac-3831-42dc-9bf7-4eef033d81bb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.16,Uber,1543905485236,West End,North End,12.5,1,854d541b-dcf7-453a-b5fd-422198362b8b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.16,Uber,1544933112008,West End,North End,8.5,1,96bd6fbc-f77e-4aba-b5f3-5bdcc2e04be6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.16,Uber,1545004508080,West End,North End,,1,bea8eb1f-b18b-4045-92b1-d4301e9d8719,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.16,Uber,1544746213296,West End,North End,16,1,c39b71c2-7ce4-45f2-b113-e1510e9e1981,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.29,Uber,1543440368011,North Station,South Station,13.5,1,659b16c4-a692-46dc-b126-0dd8ac553619,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.29,Uber,1544757606915,North Station,South Station,,1,8ba83d42-2d92-4f71-a260-cb4da59d3c3b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.29,Uber,1544969405471,North Station,South Station,18.5,1,9b20ac4e-7e50-4ca7-b6ac-6b47d09bf359,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.29,Uber,1543623779016,North Station,South Station,8.5,1,c2e7d508-6a25-435a-8c7a-848e5fb31e54,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.29,Uber,1543855076096,North Station,South Station,29.5,1,c529b5fd-9bf0-48ce-ab90-dd828344e43f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.29,Uber,1545086703882,North Station,South Station,8.5,1,cb731d5c-6fc0-4fcd-8154-9fcc50cc0578,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.38,Uber,1543566477401,Theatre District,Fenway,7.5,1,4b7d449a-c1da-401a-bc71-0abe55fce354,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.38,Uber,1543838883981,Theatre District,Fenway,9.5,1,e7759ca8-e4e0-46ff-830f-80b12e7473a7,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.8,Uber,1544968803435,Boston University,West End,9,1,1b43d032-feb3-4756-9f63-63d4cb3899a7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.8,Uber,1543619883843,Boston University,West End,35,1,6494e1e8-9be9-48ec-9d9e-ce54935e446f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.8,Uber,1543562281121,Boston University,West End,17.5,1,689d747a-5e3f-469f-a9dd-b22fd2b6fb29,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.8,Uber,1544722811868,Boston University,West End,,1,b329eca2-9c20-43bb-aa84-6d41ba4b7413,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.8,Uber,1543408147705,Boston University,West End,11.5,1,df47cda9-d513-41a1-8848-1743a896b467,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.8,Uber,1543893482350,Boston University,West End,27,1,f83c9116-6e2c-4d36-917f-c704c6dc3e84,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.8,Uber,1543440547976,Boston University,West End,11.5,1,fbdf4052-2241-4f58-9e89-b80b68554b4f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.14,Uber,1543409227846,South Station,West End,8.5,1,1b5a6c3e-99de-4343-a72c-19df6c68e4fb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.14,Uber,1545052508214,South Station,West End,,1,1ee2af6c-f788-40d1-92d0-e2cb1162d2cf,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.14,Uber,1543711677708,South Station,West End,13,1,3d962971-c156-43bb-819d-f4dfdd19667a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.14,Uber,1543556580285,South Station,West End,28,1,4bfcf474-9a8f-43c6-879d-6be87aae2532,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.14,Uber,1543817282317,South Station,West End,17.5,1,826d9b01-eb83-4f23-8f7b-0e470b3857cc,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.14,Uber,1543857484237,South Station,West End,8.5,1,98010468-6a3f-404f-bb04-f4b65619d7f0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.14,Uber,1543446487880,South Station,West End,8.5,1,d31a186d-5e32-4111-b650-83d4bc5d90c1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.57,Lyft,1543416685110,Beacon Hill,South Station,30,1,2a48e799-fe68-4b60-a673-fe737a89a610,lyft_luxsuv,Lux Black XL
2.57,Lyft,1543905183235,Beacon Hill,South Station,7,1,54578228-fc43-4929-92ac-a52be2e002a3,lyft,Lyft
2.57,Lyft,1544984705820,Beacon Hill,South Station,22.5,1,c1d99dce-39da-40c7-ace6-8b9f3062982b,lyft_lux,Lux Black
4.74,Uber,1545012605632,Financial District,Boston University,23,1,26219d79-de89-43ce-a3e5-77c241b64da5,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
4.74,Uber,1543432267846,Financial District,Boston University,,1,446e1edc-e390-435c-8879-84d036de2a5a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.74,Uber,1543476782322,Financial District,Boston University,15,1,56402316-7e39-4e22-a0ee-5db92008038b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.74,Uber,1543231029720,Financial District,Boston University,15,1,718f2d31-e4aa-4d7e-b359-937e965db6ee,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.74,Uber,1543594385800,Financial District,Boston University,30.5,1,7d86ae36-933d-45d3-b50f-61688113353b,6c84fd89-3f11-4782-9b50-97c468b19529,Black
4.74,Uber,1543308143586,Financial District,Boston University,11,1,b2bf45c9-dbae-47b4-8c3d-e857322edf4e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
4.74,Uber,1545112509773,Financial District,Boston University,41,1,dea09d11-51aa-4051-a38e-f818bab23d14,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.66,Uber,1543768077421,Fenway,Theatre District,15,1,00911860-7dc7-4e6e-b1e3-0788d4362954,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.66,Uber,1544982910058,Fenway,Theatre District,30.5,1,61af53b6-82e5-41d6-9f5c-d3e47487f300,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.66,Uber,1545036013343,Fenway,Theatre District,9,1,73909e6c-3c87-4960-96e1-b8c07f216e8b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.66,Uber,1543859282177,Fenway,Theatre District,,1,8ed29f29-bb30-469a-8010-409053c5bbf6,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.66,Uber,1545149712599,Fenway,Theatre District,9,1,9076854d-8329-4167-b3dd-21598ccc007e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.66,Uber,1543663377268,Fenway,Theatre District,20.5,1,959bdb78-d18e-4f87-912d-bd658b35d374,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.66,Uber,1545069613022,Fenway,Theatre District,9,1,e2eb932f-5373-48c3-8183-b6a58f20e926,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.37,Lyft,1543320382271,South Station,Back Bay,7,1,034b0e99-38a8-40bd-84cd-ee04d3b4d182,lyft,Lyft
1.37,Lyft,1543419384582,South Station,Back Bay,13.5,1,0bc9be28-bd84-4ec1-bb70-d3133b852a49,lyft_premier,Lux
1.37,Lyft,1545117911619,South Station,Back Bay,10.5,1,34a8a1b5-0fe5-4487-9aaa-8411fcb6d2b7,lyft_plus,Lyft XL
1.37,Lyft,1543347204223,South Station,Back Bay,5,1,6950eb5c-19de-43b5-ba7f-49741d8af2d8,lyft_line,Shared
1.37,Lyft,1545113410890,South Station,Back Bay,27.5,1,8713dfe4-bf15-4901-a98e-089802e63cae,lyft_luxsuv,Lux Black XL
1.37,Lyft,1543217916032,South Station,Back Bay,16.5,1,cb86f7eb-4dc2-46d5-b5c5-155b658257e8,lyft_lux,Lux Black
0.43,Lyft,1545101106695,South Station,Financial District,16.5,1,03e690c4-174a-4d60-a1c2-c33ec6c8dbc2,lyft_lux,Lux Black
0.43,Lyft,1544856306201,South Station,Financial District,26,1,a6f0157c-dc09-4706-b305-1c4822091cac,lyft_luxsuv,Lux Black XL
0.43,Lyft,1544671507774,South Station,Financial District,11,1,b995433f-af7b-4e6d-9f36-744cd60e870b,lyft_premier,Lux
0.43,Lyft,1545053705354,South Station,Financial District,9,1,bcb7f4e8-cecc-4834-a4b7-97c1546cb6cf,lyft_plus,Lyft XL
0.43,Lyft,1543691577524,South Station,Financial District,7,1,c9357dfb-5eaf-43c0-b57e-eb35cbbbe6b2,lyft,Lyft
1.4,Uber,1543459161482,South Station,Beacon Hill,17,1,37018f54-eef4-44be-993a-edcc2a9508b8,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.42,Lyft,1543314982260,Northeastern University,Financial District,19.5,1,5433d3c1-e377-4341-81b0-a3ee47074b18,lyft_plus,Lyft XL
3.42,Lyft,1543276814348,Northeastern University,Financial District,7,1,59757dd3-6d07-4d2f-89ed-9ef3e4e3d4df,lyft_line,Shared
1.4,Uber,1543639979586,South Station,Beacon Hill,7.5,1,8212d5f4-e47a-490d-b553-3353635c260f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.42,Lyft,1543266669795,Northeastern University,Financial District,22.5,1,834ae091-0725-4c6b-b3e6-46b1847e9235,lyft_premier,Lux
3.42,Lyft,1543896179025,Northeastern University,Financial District,26,1,9b58ba88-f40a-448e-9598-5321ab528850,lyft_lux,Lux Black
1.4,Uber,1544744111133,South Station,Beacon Hill,,1,a8b13f5a-33cc-4027-b014-d68e522572a8,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.4,Uber,1543859882616,South Station,Beacon Hill,26,1,ab0f623e-ca4c-44d4-988d-e4f5192d5d46,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.4,Uber,1543849082272,South Station,Beacon Hill,7.5,1,b940af41-79f2-4e54-9914-ca7c7817c0c8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.4,Uber,1543502878183,South Station,Beacon Hill,12.5,1,d49bdd1f-9be9-4480-ab43-3b91369b24fe,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.42,Lyft,1544848803507,Northeastern University,Financial District,38,1,d7e2bd0a-4c3d-4b43-904b-975f8ac19a7f,lyft_luxsuv,Lux Black XL
3.42,Lyft,1543779182782,Northeastern University,Financial District,11,1,f560c6d1-742e-4da5-8767-a9becdd53e40,lyft,Lyft
1.4,Uber,1543716777588,South Station,Beacon Hill,6.5,1,f86468c0-a601-46f5-bbdb-c3977d0e6083,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.5,Lyft,1544689510318,North Station,Boston University,34,1.25,266b77fa-085c-43e3-9e70-992238530192,lyft_lux,Lux Black
3.5,Lyft,1543291043975,North Station,Boston University,26,1.25,3e9f48cd-aee9-4eb1-874a-73f720bba6ca,lyft_premier,Lux
3.5,Lyft,1543598580875,North Station,Boston University,5,1,50bc62fc-2923-4b9e-a044-1fb1351ba3e9,lyft_line,Shared
3.5,Lyft,1545123303668,North Station,Boston University,22.5,1.25,e9248152-661b-4807-b9c1-55a5866ea3e0,lyft_plus,Lyft XL
3.5,Lyft,1543522381983,North Station,Boston University,13.5,1.25,f07c3dbc-3ebe-48d9-86f3-32890e91a54a,lyft,Lyft
3.5,Lyft,1544396907627,North Station,Boston University,42.5,1.25,fed7d260-d8fe-4daa-ba7a-ca4bec86ab04,lyft_luxsuv,Lux Black XL
2.62,Uber,1543247049938,Boston University,Theatre District,10.5,1,01b6bc98-9648-40b9-beab-110e97c1a93f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.62,Uber,1544779808639,Boston University,Theatre District,,1,15cd20c5-91bb-40f3-a59e-c9dc9b688404,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.62,Uber,1543895580883,Boston University,Theatre District,18,1,3394c830-565d-4aec-a01e-04635ade121d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.62,Uber,1543792984420,Boston University,Theatre District,33,1,4f796470-7730-40d4-a3d8-ebfefee5e60f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.62,Uber,1544935506025,Boston University,Theatre District,10.5,1,6756c0da-9d9b-4740-bb61-a3b0b096c4b2,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.62,Uber,1545144010117,Boston University,Theatre District,9,1,8b2dc626-c491-4c2f-b2dc-ca4710babac0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.62,Uber,1543900977931,Boston University,Theatre District,23,1,bd673999-86ed-485c-9e7a-908b16240d87,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.49,Uber,1543448318611,North Station,Haymarket Square,7,1,226bf240-6c28-48e9-a97f-44ccf13b6a04,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.49,Uber,1543633382508,North Station,Haymarket Square,7,1,37ff6cc7-2e1e-4561-bda0-ca1012a4e146,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.49,Uber,1545007213663,North Station,Haymarket Square,,1,e4020e02-90c0-42cd-a423-54ede14c9631,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.49,Uber,1543244710484,North Station,Haymarket Square,16,1,ec52022c-9fa0-4c09-ac81-bec6fa00ee0f,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.49,Uber,1545043212358,North Station,Haymarket Square,9.5,1,ec68213a-5fe9-4b89-9b50-61353b525c8e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.49,Uber,1543497178541,North Station,Haymarket Square,26.5,1,f6e2ec11-944b-4794-9636-786efa230ad2,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.49,Uber,1544940904996,North Station,Haymarket Square,7,1,fa3c82f0-8a5f-4720-bd29-faf6832bab45,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.78,Lyft,1544689511595,Haymarket Square,West End,3,1,79803ea8-5184-495f-be0f-22a7fc5aa9f1,lyft_line,Shared
1.5,Uber,1544695814939,Back Bay,Fenway,18.5,1,02422d05-66e6-472e-bb5d-cd6937105d71,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
